10/05/25/31/25 11:31:11,906.9572265700001,25.022163391,58.516082763,2025-10-05 07:31:11.173712+00:00
10/05/25/31/25 11:31:21,896.34882203,25.127906796999998,58.276977538999994,2025-10-05 07:31:21.240961+00:00
10/05/25/31/25 11:31:31,887.7076599099998,25.042457578000004,58.52172851499999,2025-10-05 07:31:31.294128+00:00
10/05/25/31/25 11:31:41,888.5528869699999,25.001335143,58.61190795700001,2025-10-05 07:31:41.355685+00:00
10/05/25/31/25 11:31:51,801.15081252,25.054206846,58.467407228,2025-10-05 07:31:51.415382+00:00
10/05/25/32/25 11:32:01,885.72861938,25.011749265,58.58306884899999,2025-10-05 07:32:01.474656+00:00
10/10/25/33/25 12:33:55,725.19255524,25.008010862,58.629150392,2025-10-10 08:33:55.291624+00:00
10/10/25/42/25 12:42:04,878.93275146,24.974365232,58.681945801999994,2025-10-10 08:42:04.384933+00:00
10/10/25/21/25 13:21:10,878.01666258,24.999999998,58.607177736,2025-10-10 09:21:10.823184+00:00
10/10/25/50/25 13:50:01,882.0137736333332,25.04628499,58.482360840000005,2025-10-10 09:50:01.525486+00:00
10/12/25/39/25 11:39:00,896.8009847333333,25.013351439999997,58.63189697333333,2025-10-12 07:39:00.156551+00:00
10/12/25/42/25 11:42:00,629.3683497000001,25.0222524,58.46761067666667,2025-10-12 07:42:00.202301+00:00
10/12/25/45/25 11:45:00,886.1685383999999,25.02759297333333,58.51338704333333,2025-10-12 07:45:00.259500+00:00
10/12/25/48/25 11:48:00,884.5572103,24.9554952,58.707682293333335,2025-10-12 07:48:00.387827+00:00
10/12/25/51/25 11:51:00,636.2037328,24.98041788333333,58.60239664666667,2025-10-12 07:51:00.420047+00:00
10/12/25/54/25 11:54:00,886.2392374333334,25.018692013333332,58.50474039666667,2025-10-12 07:54:00.456429+00:00
10/12/25/57/25 11:57:00,889.8399251333334,25.004450476666666,58.52050781333333,2025-10-12 07:57:00.513289+00:00
10/12/25/05/25 14:05:59,877.7038981333334,24.928792313333332,58.84602865,2025-10-12 10:05:59.333359+00:00
10/12/25/09/25 14:09:00,889.1098836333334,24.984868366666664,58.65681966,2025-10-12 10:09:00.283637+00:00
10/12/25/12/25 14:12:00,888.5961914,25.02759297333333,58.498128253333334,2025-10-12 10:12:00.323023+00:00
10/12/25/18/25 14:18:00,900.1879883,25.08811950333333,58.42946370333333,2025-10-12 10:18:00.792243+00:00
10/12/25/21/25 14:21:00,886.0785319,24.960835773333333,58.69242350333334,2025-10-12 10:21:00.821297+00:00
10/12/25/24/25 14:24:00,891.8833821666667,25.01780192,58.496093753333334,2025-10-12 10:24:00.857116+00:00
10/12/25/27/25 14:27:25,879.5491333,24.975077313333333,58.669026693333336,2025-10-12 10:27:25.987836+00:00
10/12/25/30/25 14:30:26,877.5684407666668,24.971516923333336,58.67716471333333,2025-10-12 10:30:26.023901+00:00
10/12/25/24/25 15:24:14,889.1077270333334,24.919891356666668,58.79160563,2025-10-12 11:24:14.808304+00:00
10/12/25/13/25 16:13:40,876.2917277,25.080108640000002,58.45133463666667,2025-10-12 12:13:40.281395+00:00
10/12/25/25/25 17:25:20,887.6006469666667,25.08811950333333,58.36842855,2025-10-12 13:25:20.440994+00:00
10/12/25/26/25 18:26:47,917.298645,25.130844113333335,58.30535888666666,2025-10-12 14:26:47.619254+00:00
10/12/25/27/25 19:27:53,896.0269775333333,25.112152096666666,58.33129883,2025-10-12 15:27:53.595896+00:00
10/12/25/12/25 20:12:52,876.1400146666666,25.05696614333333,58.446756996666664,2025-10-12 16:12:52.179394+00:00
10/12/25/13/25 21:13:56,886.7415568,24.966176346666668,58.77787272333333,2025-10-12 17:13:56.724030+00:00
10/12/25/30/25 22:30:20,884.4594116,25.079218543333337,58.484903970000005,2025-10-12 18:30:20.270827+00:00
10/12/25/37/25 23:37:53,887.3011881333333,24.975967406666665,58.635965983333335,2025-10-12 19:37:53.069512+00:00
10/13/25/48/25 00:48:17,877.2043050000001,24.90475972666667,58.838399253333336,2025-10-12 20:48:17.036771+00:00
10/13/25/37/25 01:37:33,885.9373169,25.032043456666667,58.55102539,2025-10-12 21:37:33.840514+00:00
10/13/25/41/25 02:41:54,886.2844441666666,25.10236104,58.34554036333333,2025-10-12 22:41:54.614021+00:00
10/13/25/46/25 03:46:41,873.1203002666667,25.02759297333333,58.60290527666666,2025-10-12 23:46:41.789472+00:00
10/13/25/51/25 04:51:24,615.8812433666667,25.040944413333335,58.549499510000004,2025-10-13 00:51:24.328148+00:00
10/13/25/56/25 05:56:04,877.3640950333333,24.91455078,58.844502766666665,2025-10-13 01:56:04.381216+00:00
10/13/25/12/25 07:12:01,886.2423502666667,25.02670288,58.550008139999996,2025-10-13 03:12:01.050163+00:00
10/13/25/01/25 08:01:51,906.4977823666667,24.984868366666664,58.64257812333333,2025-10-13 04:01:51.770991+00:00
10/13/25/10/25 09:10:39,878.1489664666666,24.981307983333334,58.64410400333333,2025-10-13 05:10:39.320381+00:00
10/13/25/13/25 09:13:39,876.7672933,24.97507731,58.66292317666667,2025-10-13 05:13:39.389952+00:00
10/15/25/39/25 09:39:08,878.9923706,24.92434184,58.79109700666667,2025-10-15 05:39:08.277729+00:00
10/15/25/44/25 09:44:14,875.9762369666665,25.070317583333335,58.44777425,2025-10-15 05:44:14.587122+00:00
10/15/25/48/25 09:48:00,895.1245727666668,25.06408691333333,58.41674804666667,2025-10-15 05:48:00.729597+00:00
